cu_num,M,N,K,kernelId,splitK,us,kernelName,tflops,bw,errRatio
256,576,8192,4096,58,0,33.2691,a8w8_bpreshuffle_256x160x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1161.88,1363.15,0.0
256,608,1280,8192,112,0,23.238,a8w8_bpreshuffle_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,548.7,732.55,0.0
256,608,8192,1024,122,0,14.519,a8w8_bpreshuffle_256x80x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,702.57,1306.75,0.0
256,608,8192,4096,141,0,33.4935,a8w8_bpreshuffle_256x160x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1218.21,1373.59,0.0
256,640,1280,8192,114,0,22.7448,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,590.1,763.56,0.0
256,640,8192,1024,85,0,14.8129,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,724.87,1318.43,0.0
256,640,8192,4096,141,0,33.4342,a8w8_bpreshuffle_256x160x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1284.6,1395.63,0.0
256,672,1280,8192,113,0,24.704,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,570.47,716.93,0.0
256,672,8192,1024,86,0,14.8032,a8w8_bpreshuffle_256x96x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,761.61,1356.92,0.0
256,672,8192,4096,89,0,36.6424,a8w8_bpreshuffle_256x192x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_4x4x1_1x1_intrawave_v3,1230.74,1291.32,0.0
256,704,1280,8192,114,0,22.3414,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,660.83,808.15,0.0
256,704,8192,1024,85,0,15.5496,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,759.58,1327.61,0.0
256,704,8192,4096,143,0,36.1693,a8w8_bpreshuffle_256x192x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1306.21,1326.33,0.0
256,736,1280,8192,112,0,25.6741,a8w8_bpreshuffle_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,601.19,716.65,0.0
256,736,8192,1024,86,0,15.8674,a8w8_bpreshuffle_256x96x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,778.2,1336.13,0.0
256,736,8192,4096,143,0,39.03,a8w8_bpreshuffle_256x192x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1265.49,1245.91,0.0
